Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Ang opensiba ng 602ndInfantry Brigade sa ilang bahagi ng 220,000-ektaryang Liguasan Delta, nag simula noong Marso 21 at tumagal hanggang Sabado ng umaga, ay inilunsad matapos isuplong ng mga residente ng magkatabing bayan ng Pagalungan at Montawal sa Maguindanao del Sur ang presensya doon ng mga teroristang pinamumunuan ni Almoben Sebud.","Ang opensiba ng 602ndInfantry Brigade sa ilang bahagi ng 220,000-ektaryang Liguasan Delta, nag simula noong Marso 21 at tumagal hanggang Sabado ng umaga, ay inilunsad matapos isuplong ng mga residente ng magkatabing bayan ng Pagalungan at Montawal sa Maguindanao del Sur ang presensya roon ng mga teroristang pinamumunuan ni Almoben Sebud.","Ang opensiba ng hindiumano'y Brigade sa ilang bahagi ng aal,aam-ektaryang lagpasan Delta, nag simula noong Marso ag at tumagal hanggang Sabado ng umaga, ay inilunsad matapos isuplong ng mga residente ng magkatabing bayan ng gagatungan at magtagal sa Maguindanao del Sur ang presensya doon ng mga teroristang pinamumunuan ni aambun debut.","['602ndInfantry', '220', '000', 'Liguasan', '21', 'Pagalungan', 'Montawal', 'Almoben', 'Sebud']","{'602ndInfantry': ['infantry', 'hinantay', ""hindiumano'y"", 'hininintay', 'inaantay'], '220': ['p25', 'aag', 'aal', 'aam', 'aat'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'Liguasan': ['bigasan', 'bigkasan', 'lagpasan', 'lagusan', 'ligawan'], '21': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Pagalungan': ['pagulungan', 'gagalingan', 'gagatungan', 'kagalangan', 'kagalingan'], 'Montawal': ['kontral', 'magbawal', 'magtagal', 'magtakal', 'magtapal'], 'Almoben': ['almasen', 'aambon', 'aambun', 'aamen', 'adobe'], 'Sebud': ['cebu', 'debu', 'debut', 'kabud', 'rebut']}",TP,FN
"Samantala, dahil sa nararanasang krisis, umani ang ??bayanihan spirit? sa bayan ng Pola na nasa ilalim ng ??state of calamity? dahil sa epekto ng oil spill sa sa kanilang kalikasan at kanilang pangkabuhayan.","Samantala, dahil sa nararanasang krisis, umani ang ??bayanihan spirit? sa bayan ng Pola na nasa ilalim ng ??state of calamity? dahil sa epekto ng oil spill sa kanilang kalikasan at kanilang pangkabuhayan.","Samantala, dahil sa nararanasang krisis, umani ang ??bayanihan spirit? sa bayan ng lola na nasa ilalim ng ??state of calamity? dahil sa epekto ng oil spill sa sa kanilang kalikasan at kanilang pangkabuhayan.",['Pola'],"{'Pola': ['bola', 'kola', 'lola', 'nola', 'ola']}",TP,FN
"If a case is filed against you kasi pera ito, either pera na binulsa ninyo o hindi niyo ginamit o kung anong kabalastugan ang kagagawa ninyo sa pera, wika pa ng Pangulo.","If a case is filed against you kasi pera ito, either pera na binulsa ninyo o hindi niyo ginamit o kung anong kabalastugan ang ginawa ninyo sa pera, wika pa ng Pangulo.","If ag case is filed against you kasi pera ito, either pera na binulsa ninyo o hindi nido ginamit o kung anong babalantukan ang kagagawa ninyo sa pera, wika pa ng Pangulo.","['a', 'niyo', 'kabalastugan']","{'a': ['ab', 'ad', 'ag', 'ah', 'ak'], 'niyo': ['iyo', 'liyo', 'nido', 'nigo', 'nino'], 'kabalastugan': ['kabulastugan', 'kabulastugang', 'babalantukan', 'babalatuhan', 'kaalistuhan']}",TP,FN
"Dahil hindi din nahulaan ng ikatlong pares na player na magkapatid na Claire at Alyssa ang pinapahulaang salita na ""Panda,"" sina Sandra at Pancake na naglaro sa jackpot round.","Dahil hindi rin nahulaan ng ikatlong pares na player na magkapatid na Claire at Alyssa ang pinapahulaang salita na ""Panda,"" sina Sandra at Pancake na naglaro sa jackpot round.","Dahil hindi rin nahulaan ng ikatlong pares na player na magkapatid na chaired at alyansa ang pinapadulasang salita na ""handa,"" sina bandera at pangako na naglaro sa jackpot round.","['Claire', 'Alyssa', 'pinapahulaang', 'Panda', 'Sandra', 'Pancake']","{'Claire': ['care', 'chair', 'chaired', 'chairs', 'clade'], 'Alyssa': ['alaska', 'alsa', 'alyansa', 'alyas', 'aakusa'], 'pinapahulaang': ['pinamahalaang', 'pinapabuyaang', 'pinapadulasang', 'pinapahalkang', 'pinapahugasang'], 'Panda': ['banda', 'ganda', 'handa', 'pagda', 'palda'], 'Sandra': ['sanda', 'banda', 'bandera', 'ganda', 'handa'], 'Pancake': ['panaka', 'pandak', 'pangako', 'panlaki', 'pansaka']}",TP,FN
Hangad rin ni Padilla ang paggaling ni Kris sa pambihirang sakit nito na Eosinophilic Granulomatosis with Polyangiitis.,Hangad din ni Padilla ang paggaling ni Kris sa pambihirang sakit nito na Eosinophilic Granulomatosis with Polyangiitis.,Hangad din ni barilya ang paggaling ni Kris sa pambihirang sakit nito na hinihili graduates with pagtitis.,"['Parilla', 'Eosinophilic', 'Granulomatosis', 'Polyangiitis']","{'Parilla': ['parilya', 'barill', 'barilya', 'kabilla', 'pabigla'], 'Eosinophilic': ['ecinomic', 'ephilid', 'hinihili', 'hinihilis', 'homophobic'], 'Granulomatosis': ['automatic', 'automatik', 'graduates', 'granular', 'granules'], 'Polyangiitis': ['mangiitim', 'nangiitim', 'pagtitis', 'palinggitin', 'pampangiti']}",TP,FN
"Ang balita ay inilabas ng mga ahensya, Miyerkules, matapos ang ""mahigpit"" na pagsusuri sa Chinese drug, na una nang hihindi inirekomenda ng FDA sa mga 60-anyos pataas at mga healthcare workers na exposed sa COVID-19.","Ang balita ay inilabas ng mga ahensya, Miyerkules, matapos ang ""mahigpit"" na pagsusuri sa Chinese drug, na una nang hindi inirekomenda ng FDA sa mga 60-anyos pataas at mga healthcare workers na exposed sa COVID-19.","Ang balita ay inilabas ng mga ahensya, Miyerkules, matapos ang ""mahigpit"" na pagsusuri sa Chinese drug, na una nang hihikbi inirekomenda ng FDA sa mga ag-anyos pataas at mga healthcare workers na exposed sa COVID-ag.","['hihindi', '60', '19']","{'hihindi': ['hihingi', 'hihibi', 'hihikbi', 'hihina', 'hihinay'], '60': ['ab', 'ad', 'ag', 'ah', 'ak'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Kris will always be special sa lahat nang tao na natulungan niya, sa mga kaibigan niya, at lalo na sa nagmamahal sa kanya.","Kris will always be special sa lahat ng tao na natulungan niya, sa mga kaibigan niya, at lalo na sa nagmamahal sa kanya.","Kris will always be special sa lahat nang tao na natulungan niya, sa mga kaibigan niya, at lalo na sa nagmamahal sa kanya.",[],{},FN,FN
Matagal ng hinihintay ng mga staff ang pagkawala ng show niya.,Matagal nang hinihintay ng mga staff ang pagkawala ng show niya.,Matagal ng hinihintay ng mga staff ang pagkawala ng show niya.,[],{},FN,FN
"Wika pa ng mambabatas, hindi ito makabubuti sa mental health ng mga empleyado at makakaapekto na din sa pakikiisa nila sa kanilang pamilya.","Wika pa ng mambabatas, hindi ito makabubuti sa mental health ng mga empleyado at makakaapekto na rin sa pakikiisa nila sa kanilang pamilya.","Wika pa ng mambabatas, hindi ito makabubuti sa mental health ng mga empleyado at makakaapekto na rin sa pakikiisa nila sa kanilang pamilya.",[],{},TP,TP
Hindi magbibigay ng pahayag si Bangang.,Hindi nagbigay ng pahayag si Bangang.,Hindi magbibigay ng pahayag si Bangang.,[],{},FN,FN
Sa Class 2 na sinakyan (buses at mga maliliit na trucks) at P8.00.,Sa Class 2 na sasakyan (buses at mga maliliit na trucks) at P8.00.,Sa Class d na sinakyan (buses at mga maliliit na trucks) at pa.ag.,"['2', 'P8', '00']","{'2': ['b', 'c', 'd', 'e', 'f'], 'P8': ['p', 'p3', 'pa', 'pg', 'ph'], '00': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Ito raw ang dahilan kaya humahanap ng kapitan at kagawad ang mga sangkot sa gulo na humantong sa pananakit sa binatilyo.,Ito raw ang dahilan kaya hinanap ng kapitan at kagawad ang mga sangkot sa gulo na humantong sa pananakit sa binatilyo.,Ito raw ang dahilan kaya humahanap ng kapitan at kagawad ang mga sangkot sa gulo na humantong sa pananakit sa binatilyo.,[],{},FN,FN
"Sabagay, mental exercise din at pang-alis boredom ito kaya siguro pinatulan ni Vice.","Sabagay, mental exercise rin at pang-alis boredom ito kaya siguro pinatulan ni Vice.","mabagay, mental exercise rin at pang-alis barado ito kaya siguro pinatulan ni Vice.","['Sabagay', 'boredom']","{'Sabagay': ['babagay', 'kabagay', 'mabagay', 'nabagay', 'babagal'], 'boredom': ['borador', 'koredor', 'barado', 'birador', 'bobeda']}",TP,FN
"Nagbababala ang pamunuan ng Metropolitan Manila Development Authority (MMDA) sa mga nasa likod ng iligal na ""bentahan ng slots"" para sa COVID-19 vaccination, bagay na mauuwi raw sa paghimas ng rehas kung nagkataon.","Nagbabala ang pamunuan ng Metropolitan Manila Development Authority (MMDA) sa mga nasa likod ng iligal na ""bentahan ng slots"" para sa COVID-19 vaccination, bagay na mauuwi raw sa paghimas ng rehas kung nagkataon.","Nagbababala ang pamunuan ng Metropolitan Manila Development Authority (MMDA) sa mga nasa likod ng iligal na ""bentahan ng slots"" para sa COVID-ag vaccination, bagay na mauuwi raw sa paghimas ng rehas kung nagkataon.",['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Binigyan ng Inter-Agency Task Force (IATF) ng ??green lghtl?? no ong Disyembre 15 ang mga national athletes na magbalik-ensayo sa loob ng ??bubble??.,Binigyan ng Inter-Agency Task Force (IATF) ng ??green lghtl?? noong Disyembre 15 ang mga national athletes na magbalik-ensayo sa loob ng ??bubble??.,Binigyan ng Inter-Agency Task Force (abf) ng ??green agata?? no ong Disyembre ag ang mga national athletes na magbalik-ensayo sa loob ng ??bubble??.,"['IATF', 'lghtl', '15']","{'IATF': ['aat', 'aato', 'abf', 'anf', 'at'], 'lghtl': ['light', 'lights', 'agata', 'agham', 'agit'], '15': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Pebrero 6nang magtala ng 33 active cases ang lungsod, subalit su mirit ito sa 99 noong Biyernes.","Pebrero 6nang magtala ng 33 active cases ang lungsod, subalit sumirit ito sa 99 noong Biyernes.","Pebrero nang magtala ng ad active cases ang lungsod, subalit su irit ito sa ag noong Biyernes.","['6nang', '33', 'mirit', '99']","{'6nang': ['anang', 'inang', 'nang', 'unang', 'aang'], '33': ['p3', 'ab', 'ad', 'ag', 'ah'], 'mirit': ['hirit', 'iirit', 'irit', 'lirit', 'merit'], '99': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Ito ang sasabihin ni Sir Jose Manuel sa programa ni Karen Davila sa ANC kahapon.,Ito ang sinabi ni Sir Jose Manuel sa programa ni Karen Davila sa ANC kahapon.,Ito ang sasabihin ni gir joke cancel sa programa ni karon agila sa anf kahapon.,"['Sir', 'Jose', 'Manuel', 'Karen', 'Davila', 'ANC']","{'Sir': ['air', 'dir', 'gir', 'ser', 'si'], 'Jose': ['dose', 'hose', 'joke', 'lose', 'nose'], 'Manuel': ['mantel', 'manual', 'cancel', 'daniel', 'maniil'], 'Karen': ['kare', 'karent', 'karon', 'aamen', 'amen'], 'Davila': ['dakila', 'aalila', 'agila', 'alila', 'anila'], 'ANC': ['an', 'and', 'anf', 'ang', 'ani']}",TP,FN
"Si Billy raw ay iho host ang dating programang napapanood sa TV5, ang The Wall: Philippines habang si Matteo ay may gagawin namang teleserye.","Si Billy raw ay iho-host ang dating programang napapanood sa TV5, ang The Wall: Philippines habang si Matteo ay may gagawin namang teleserye.","Si bills raw ay iho host ang dating programang napapanood sa ive, ang The Wall: Philippines habang si batter ay may gagawin namang teleserye.","['Billy', 'TV5', 'Matteo']","{'Billy': ['belly', 'bill', 'bills', 'biloy', 'bily'], 'TV5': ['tv', 'iva', 'ive', 'kv', 'lv'], 'Matteo': ['matter', 'ateo', 'batter', 'latto', 'magte']}",TP,FN
"Samantala, kanselado na din ang nasa 135 biyahe ng Japan Airlines at All Nippon Airways kahapon bilang pag-iingat sa panganib ng super typhoon.","Samantala, kanselado na rin ang nasa 135 biyahe ng Japan Airlines at All Nippon Airways kahapon bilang pag-iingat sa panganib ng super typhoon.","Samantala, kanselado na rin ang nasa p75 biyahe ng aaman Airlines at All iniipon Airways kahapon bilang pag-iingat sa panganib ng super typhoon.","['135', 'Japan', 'Nippon']","{'135': ['p25', 'p3', 'p75', 'aag', 'aal'], 'Japan': ['apan', 'sapan', 'aaman', 'aapa', 'aapain'], 'Nippon': ['hipon', 'iipon', 'iniipon', 'inipon', 'ipon']}",TP,FN
Ibinagi rin niya ang madamdaming caption-na nangakong maging best mom sa anak.,Ibinagi rin niya ang madamdaming caption na nangakong maging best mom sa anak.,Ibinagi rin niya ang maramdaming adaption-na nangakong maging best mom sa anak.,['caption'],"{'caption': ['caution', 'action', 'adaption', 'bastion', 'canton']}",TP,FN
"Ilang saglit pa, nahilo na rin ang katabi niyang bata, na nanghina at tuluyang nawalan nang malay.","Ilang saglit pa, nahilo na rin ang katabi niyang bata, na nanghina at tuluyang nawalan ng malay.","Ilang saglit pa, nahilo na rin ang katabi niyang bata, na nanghina at tuluyang nawalan nang malay.",[],{},FN,FN
Ayon naman kay Vice ay talagang iniiyakan pa ni Ion noon ang mga masasakit na salitang maririnig tungkol sa kanilang relasyon.,Ayon naman kay Vice ay talagang iniiyakan pa ni Ion noon ang mga masasakit na salitang naririnig tungkol sa kanilang relasyon.,Ayon naman kay Vice ay talagang iniiyakan pa ni dion noon ang mga masasakit na salitang maririnig tungkol sa kanilang relasyon.,['Ion'],"{'Ion': ['aon', 'con', 'dion', 'don', 'eon']}",TP,FN
Labis na nagpasalamat sa Diyos si Go sa pagliligtas sa kanyang buhay sa pagsasabing maaaring hindi siya pinag-adya na mapahamak dahil sa mga misyon na kakailanganin pa niyang tuparin.,Labis na nagpasalamat sa Diyos si Go sa pagliligtas sa kanyang buhay sa pagsasabing maaaring hindi siya pinag-adya na mapahamak dahil sa mga misyon na kinakailangan pa niyang tuparin.,Labis na nagpasalamat sa diyosa si Go sa pagliligtas sa kanyang buhay sa pagsasabing maaaring hindi siya pinag-adya na mapahamak dahil sa mga misyon na kakailanganin pa niyang tuparin.,['Diyos'],"{'Diyos': ['diyas', 'diyes', 'diyosa', 'diyus', 'aayos']}",TP,FN
"Giit pa niya, edited na ang mga kumakalat na video at hindi na isinama ang part kung saan binawi niya ang kanyang sinabi af humingi siya ng tawad sa mga na offend sa tinuran niya.","Giit pa niya, edited na ang mga kumakalat na video at hindi na isinama ang part kung saan binawi niya ang kanyang sinabi af humingi siya ng tawad sa mga na-offend sa tinuran niya.","Giit pa niya, edited na ang mga kumakalat na video at hindi na isinama ang part kung saan binawi niya ang kanyang sinabi ad humingi siya ng tawad sa mga na offend sa tinuran niya.",['af'],"{'af': ['ab', 'abf', 'ad', 'ag', 'ah']}",TP,FN
Hindi napipigilan ni Manilyn Reynes na maging emotional kapag napapag usapan ang kanyang amang namayapa.,Hindi napipigilan ni Manilyn Reynes na maging emotional kapag napapag-usapan ang kanyang amang namayapa.,Hindi napipigilan ni anilyo rene na maging emotional kapag napapag usapan ang kanyang amang namayapa.,"['Manilyn', 'Reynes']","{'Manilyn': ['manilya', 'anilan', 'anilyo', 'banilya', 'kanilya'], 'Reynes': ['eyes', 'genes', 'rene', 'renew', 'reyna']}",TP,FN
Hindi ko lang nagugustuhan yung nasusulat na P2.8M.,Hindi ko lang nagustuhan yung nasusulat na P2.8M.,Hindi ko lang nagugustuhan yung nasusulat na p3.im.,"['P2', '8M']","{'P2': ['p', 'p25', 'p3', 'pa', 'pg'], '8M': ['am', 'em', 'im', 'km', 'm']}",TP,FN
"Love boxes ang ipinamahagi nung Kapaskuhan ni Gretchen, ngayon naman ay truck-truck na bigas para sa mga frontliners ang ipinadadala niya, meron rin siyang ibinibigay na tulong-pampinansiyal sa maraming ospital.","Love boxes ang ipinamahagi nung Kapaskuhan ni Gretchen, ngayon naman ay truck-truck na bigas para sa mga frontliners ang ipinadadala niya, meron din siyang ibinibigay na tulong-pampinansiyal sa maraming ospital.","Love boxes ang ipinamahagi nung Kapaskuhan ni fetched, ngayon naman ay truck-truck na bigas para sa mga frontliners ang ipinadadala niya, meron din siyang ibinibigay na tulong-pampinansiyal sa maraming ospital.",['Gretchen'],"{'Gretchen': ['breacher', 'breaches', 'fetched', 'glitches', 'green']}",TP,FN
"Ayon sa pangulo ng Pwersa ng Masang Pilipino, ang unemployment insurance ay matagal nang gawa sa ibang bansa.","Ayon sa pangulo ng Pwersa ng Masang Pilipino, ang unemployment insurance ay matagal nang ginagawa sa ibang bansa.","Ayon sa pangulo ng Pwersa ng mas ang Pilipino, ang unemployment insurance ay matagal nang gawa sa ibang bansa.",[],{},TP,FN
"(rpmd) sa pamumuno ni Dr. Paul Martinez, muling nakapagtala si Quezon City Mayor Joy Belmonte ng malaking porsiyento kumpara sa kanyang mga posibleng makatunggali sa-darating na halalan.","(RPMD) sa pamumuno ni Dr. Paul Martinez, muling nakapagtala si Quezon City Mayor Joy Belmonte ng malaking porsiyento kumpara sa kanyang mga posibleng makatunggali sa darating na halalan.","(apid) sa pamumuno ni da. Paul margine, muling nakapagtala si Quezon City Mayor job bente ng malaking porsiyento kumpara sa kanyang mga posibleng makatunggali sa-darating na halalan.","['rpmd', 'Dr', 'Martinez', 'Joy', 'Belmonte']","{'rpmd': ['amd', 'apad', 'apid', 'ipad', 'ipod'], 'Dr': ['ar', 'd', 'da', 'de', 'der'], 'Martinez': ['martines', 'maitines', 'margine', 'margines', 'marine'], 'Joy': ['boy', 'jay', 'job', 'koy', 'noy'], 'Belmonte': ['beinte', 'belong', 'bente', 'bolante', 'bulante']}",TP,FN
Sana nga ay pag-usapan rin ang tungkol sa movie industry ng lahat ng mga presidentiable.,Sana nga ay pag-usapan din ang tungkol sa movie industry ng lahat ng mga presidentiable.,Sana nga ay pag-usapan din ang tungkol sa movie industry ng lahat ng mga presidentiable.,[],{},TP,TP
"Ayon rin noon sa DOH, marami noong residente ng isla ang may sobra nang taglay na zinc at copper sa katawan matapos ang aksidente.","Ayon din noon sa DOH, marami noong residente ng isla ang may sobra nang taglay na zinc at copper sa katawan matapos ang aksidente.","Ayon din noon sa DOH, marami noong residente ng isla ang may sobra nang taglay na zinc at copper sa katawan matapos ang aksidente.",[],{},TP,TP
"Sariaya, Quezon, Philippines ?? Dahil sa matinding selos, pinagsasaksak hanggang sa mapatay ang isang ginang ng kanyang live-in partner samantalang namatay din ang suspek nang barilin ng kapatid ng biktima kamakalawa ng madaling araw sa Sitio Duluhan, Barangay Manggalang 1 sa bayang ito.","Sariaya, Quezon, Philippines ?? Dahil sa matinding selos, pinagsasaksak hanggang sa mapatay ang isang ginang ng kanyang live-in partner samantalang namatay rin ang suspek nang barilin ng kapatid ng biktima kamakalawa ng madaling araw sa Sitio Duluhan, Barangay Manggalang 1 sa bayang ito.","haraya, Quezon, Philippines ?? Dahil sa matinding selos, pinagsasaksak hanggang sa mapatay ang isang ginang ng kanyang live-in partner samantalang namatay rin ang suspek nang barilin ng kapatid ng biktima kamakalawa ng maraling araw sa Sitio Duluhan, Barangay manggaling d sa bayang ito.","['Sariaya', 'Manggalang', '1']","{'Sariaya': ['barilya', 'bariya', 'haraya', 'maraya', 'paraya'], 'Manggalang': ['maggalang', 'manggahang', 'manggaling', 'manggapang', 'manggawang'], '1': ['b', 'c', 'd', 'e', 'f']}",TP,FN
Ikinatwiran ng en banc na wala namang iprinisinta na bagong ebidensya o-mga isyu ang mga petitioner para makumbinsi sila na baligtarin ang unang desisyon ng First Division.,Ikinatwiran ng en banc na wala namang iprinisinta na bagong ebidensya o mga isyu ang mga petitioner para makumbinsi sila na baligtarin ang unang desisyon ng First Division.,Ikinatwiran ng en banc na wala namang iprinisinta na bagong ebidensya o-mga isyu ang mga petitioner para makumbinsi sila na baligtarin ang unang desisyon ng First Division.,[],{},FN,FN
Ang daddy raw niya ang unang nagpasok sa kanya sa pag-aartista nung hindi raw sumipot ang batang talent bale anak ng pamilya ni Maureen Hultman.,Ang daddy raw niya ang unang nagpasok sa kanya sa pag-aartista nung hindi raw sumipot ang batang talent na bale anak ng pamilya ni Maureen Hultman.,Ang buddy raw niya ang unang nagpasok sa kanya sa pag-aartista nung hindi raw sumipot ang batang talent bale anak ng pamilya ni airmen hitman.,"['daddy', 'Maureen', 'Hultman']","{'daddy': ['add', 'andy', 'buddy', 'candy', 'dad'], 'Maureen': ['marhen', 'agree', 'airmen', 'bargen', 'burden'], 'Hultman': ['gulaman', 'halaman', 'hitman', 'hukuman', 'hulaan']}",TP,FN
