tokens,Original Sentence,Gold Sentence,Correction,Correct or Incorrect
37470,Layon nito na mabigyan ng mas dekalidad na edukasyon at libreng pagaaral ang mga Las Piñeros sa pagsang-ayon na rin ng Sangguniang Panlungsod (City Council) na pinamumunuan ng bise alkalde.,Layon nito na mabigyan ng mas dekalidad na edukasyon at libreng pag-aaral ang mga Las Piñeros sa pagsang-ayon na rin ng Sangguniang Panlungsod (City Council) na pinamumunuan ng bise alkalde.,transform_insert_hyphen,Incorrect
40384,"Ayon sa NDRMMC, ito ang isa sa mga napag usapan sa isinagawang full council meeting sa Camp Aguinaldo bilang tugon sa oil spill sa karagatan ng Oriental Mindoro.","Ayon sa NDRMMC, ito ang isa sa mga napag-usapan sa isinagawang full council meeting sa Camp Aguinaldo bilang tugon sa oil spill sa karagatan ng Oriental Mindoro.",merge_hyphen,Incorrect
27364,"Sa mga kabanda, sinabi ni Raymund na wala silang problema ni Buddy Zabala na nakita niya linggo-linggo.","Sa mga kabanda, sinabi ni Raymund na wala silang problema ni Buddy Zabala na nakikita niya linggo-linggo.",transform_verb_incobj,Incorrect
31326,"Ani Mundano, hangad niyang tuwing nakikita ng mga residente ng Sao Paulo ang mural ay maaalala nila at magkakaroon sila ng pakialam sa mga sunog sa Amazon.","Ani Mundano, hangad niyang tuwing makikita ng mga residente ng Sao Paulo ang mural ay maaalala nila at magkakaroon sila ng pakialam sa mga sunog sa Amazon.",transform_verb_contobj,Incorrect
40604,Nasa korte na ang annulment sila at kaya na niyang pag-usapan ang mga nangyari.,Nasa korte na ang annulment nila at kaya na niyang pag-usapan ang mga nangyari.,replace_nila,Incorrect
30113,Kay Lani pala namin nalamang hindi lang isa kundi marami ang leading ladies ni Bong sa comedy show na gagawa nito sa GMA 7 na Walang Matigas na Pulis sa Matinik na Misis.,Kay Lani pala namin nalamang hindi lang isa kundi marami ang leading ladies ni Bong sa comedy show na gagawin nito sa GMA 7 na Walang Matigas na Pulis sa Matinik na Misis.,transform_verb_contobj,Incorrect
41213,Kasi naman talagang binunyag niya ang Tinder (dating app) experience niya sa abroad. “May isa akong Tinder experience ko ganyan. Di siyempre nasa ibang bansa ako di ba! Tapos naghubad tapos anglakinung t*t* talaga! Anglaking t*t*!”aniya.,Kasi naman talagang binunyag niya ang Tinder (dating app) experience niya sa abroad. “May isa akong Tinder experience ko ganyan. Di siyempre nasa ibang bansa ako di ba? Tapos naghubad tapos anglakinung t*t* talaga! Anglaking t*t*!”aniya.,multiple_change_punc_qmark,Incorrect
27347,Bakit nga naman nila pababayaang maging ganun ang anak nila,Bakit nga naman nila pababayaang maging ganun ang anak nila?,add_punc_qmark,Incorrect
27390,As in seksi-seksihan ang latest post nang Kapamilya actress pero I doubt kung mabilis itong mareretoke sa social media.,As in seksi-seksihan ang latest post ng Kapamilya actress pero I doubt kung mabilis itong mareretoke sa social media.,replace_ng,Incorrect
33507,Fu ay nawindang sa mga binabanggit na talent fee ng mga artistang kinuha sila para sa Brightlight na grabe pala kahit walang franchise and ABS-CBN at may pandemya pa.,Fu ay nawindang sa mga binabanggit na talent fee ng mga artistang kinuha nila para sa Brightlight na grabe pala kahit walang franchise and ABS-CBN at may pandemya pa.,replace_nila,Incorrect
28001,Parang mga anak na din ang turing ni Sylvia sa apat lalo na kina Andrea at Francine. May mga pagkakataong humihingi umano ng pagkain sa beteranang aktres ang dalawa.,Parang mga anak na rin ang turing ni Sylvia sa apat lalo na kina Andrea at Francine. May mga pagkakataong humihingi umano ng pagkain sa beteranang aktres ang dalawa.,replace_rin,Incorrect
39810,"Matatandaang ilang linggo pa lamang ang nakalilipas nang aminin sa publiko ng magkasintahan ang tungkol sa kanilang relasyon. “Right now, Im in the phase of loving myself, no joke. Every morning and every night, nandoon ako sa mga affirmations. They say, na pag sinasabi mo yan sa sarili mo, parang magnet iyon So iyon yung magiging buhay mo. Alam mo yung mga thing na hindi ko alam na kaya kong gawin, nagagawa ko pala in a good way,” makahulugang pahayag ni Heaven.","Matatandaang ilang linggo pa lamang ang nakalilipas nang aminin sa publiko ng magkasintahan ang tungkol sa kanilang relasyon. “Right now, Im in the phase of loving myself, no joke. Every morning and every night, nandoon ako sa mga affirmations. They say, na pag sinasabi mo yan sa sarili mo, parang magnet iyon. So iyon yung magiging buhay mo. Alam mo yung mga thing na hindi ko alam na kaya kong gawin, nagagawa ko pala in a good way,” makahulugang pahayag ni Heaven.",multiple_add_punc_period,Incorrect
40531,"Samantala, nasa 74% naman ng mga respondents ng survey ang nagsabing pagbubutihin o pag-iigihin pa sila ang kanilang mga sarili ngayong papasok na taon.","Samantala, nasa 74% naman ng mga respondents ng survey ang nagsabing pagbubutihin o pag-iigihin pa nila ang kanilang mga sarili ngayong papasok na taon.",replace_nila,Incorrect
43769,"Karagdagan aniya ito sa unang 600,000 doses nang CoronaVac jabs na donasyon ng Chinese government.","Karagdagan aniya ito sa unang 600,000 doses ng CoronaVac jabs na donasyon ng Chinese government.",replace_ng,Incorrect
24038,"Ganoon naman talaga eh, at para makakuha nila ng international distribution, ibinebenta nila iyon outright, o ipinadi-distribute sa film distributors na siyang mag-aayos ng theatrical release at cable release ng pelikula.","Ganoon naman talaga eh, at para makakuha sila ng international distribution, ibinebenta nila iyon outright, o ipinadi-distribute sa film distributors na siyang mag-aayos ng theatrical release at cable release ng pelikula.",replace_sila,Incorrect
33527,"After kong lumingon, itatago ko na yung cellphone ko, bigla pong dumura, galing sa ulo ko, sa buhok ko meron eh hanggang sa aabot ng face shield, ayon kay Bartolo.","After kong lumingon, itatago ko na yung cellphone ko, bigla pong dumura, galing sa ulo ko, sa buhok ko meron eh hanggang sa umabot ng face shield, ayon kay Bartolo.",transform_verb_compact,Incorrect
33818,"Naisipan NIYANG bumalik sa Bohol, at doon na muling sinisilip ang lumang bahay ni Nanay Luli.","Naisipan niyang bumalik sa Bohol, at doon na muling sinisilip ang lumang bahay ni Nanay Luli.",transform_case_lower,Incorrect
34161,"Sinusubukan pang makuhanan nang pahayag ang mga kaanak ng mga biktima, ayon sa ulat.","Sinusubukan pang makuhanan ng pahayag ang mga kaanak ng mga biktima, ayon sa ulat.",replace_ng,Incorrect
26666,"So, talagang nakita ko na, grabe, ang lalakas talaga ng mga loob niyo. Kasi nasa harap sila ng pinto","So, talagang nakita ko na, grabe, ang lalakas talaga ng mga loob niyo. Kasi nasa harap sila ng pinto.",multiple_add_punc_period,Incorrect
36738,"Ang mga sumusunod na indibiduwal ang partikular na tinukoy sa bagong batas na maituturing na may “imminent danger” dahil sa kanilang propesyon o negosyo: mga abogado, certified public accountants, accredited media practitioners, cashiers, bank tellers, pari, ministers, rabbi, imams, physicians at nurses, engineers, mga negosyante na ang nature ng business ay maaring maging target ng mga kriminal, elected incumbent at dating opisyal at mga active at retired military at law enforcement personnel?","Ang mga sumusunod na indibiduwal ang partikular na tinukoy sa bagong batas na maituturing na may “imminent danger” dahil sa kanilang propesyon o negosyo: mga abogado, certified public accountants, accredited media practitioners, cashiers, bank tellers, pari, ministers, rabbi, imams, physicians at nurses, engineers, mga negosyante na ang nature ng business ay maaring maging target ng mga kriminal, elected incumbent at dating opisyal at mga active at retired military at law enforcement personnel.",change_punc_period,Incorrect
26208,"Nagsabi naman ng Celebrity website TMZ na ginanap ang kasal sa bahay nina Ariana sa Montecito, Southern California.--FRJ.","Sinabi naman ng Celebrity website TMZ na ginanap ang kasal sa bahay nina Ariana sa Montecito, Southern California.--FRJ.",transform_verb_compobj,Incorrect
25665,Sasama ka ba sa isang taong tumawag sa iyo pero hindi mo naman siya kilala!,Sasama ka ba sa isang taong tumawag sa iyo pero hindi mo naman siya kilala?,change_punc_qmark,Incorrect
32222,"Cabanatuan CITY, Nueva Ecija, Philippines — Hindi binababa sa 100 senior citizens ng lungsod na ito ang binakunahan kontra COVID-19 nitong Lunes bilang hudyat ng pagsisimula ng programang “Resbakuna” sa SM City.","Cabanatuan CITY, Nueva Ecija, Philippines — Hindi bababa sa 100 senior citizens ng lungsod na ito ang binakunahan kontra COVID-19 nitong Lunes bilang hudyat ng pagsisimula ng programang “Resbakuna” sa SM City.",transform_verb_contact,Incorrect
28186,"Nung mapatunayang mag-ama nga sila, e, ang male personality pa ang lumabas na bida sa kuwento","Nung mapatunayang mag-ama nga sila, e, ang male personality pa ang lumabas na bida sa kuwento!",add_punc_emark,Incorrect
40919,"At palagi palang nagdadrama ang girl na magpapakamatay siya! Akala niya, e, makukuha niya sa ganun ang guy, pero nagkamali siya, nilayuan pa siya! Tapos na ang relasyon nila, ewan na lang kung ano ang gagawin ng girl para magkabalikan sila","At palagi palang nagdadrama ang girl na magpapakamatay siya! Akala niya, e, makukuha niya sa ganun ang guy, pero nagkamali siya, nilayuan pa siya! Tapos na ang relasyon nila, ewan na lang kung ano ang gagawin ng girl para magkabalikan sila!",multiple_add_punc_emark,Incorrect
41008,Para sa marami ay gagawa kasing negosyo ng male personality ang pulitika.,Para sa marami ay ginagawa kasing negosyo ng male personality ang pulitika.,transform_verb_incobj,Incorrect
33750,"Tinanong kasi ng media si Domagoso, na tumatakbo sa pagkapresidente sa 2022, kung makikipagtulungan siya sa imbestigasyon ng ICC kaugnay ng posibleng ""crimes against humanity"" ni Digong dahil sa human rights situation ng Pinas.","Tinanong kasi ng media si Domagoso, na tatakbo sa pagkapresidente sa 2022, kung makikipagtulungan siya sa imbestigasyon ng ICC kaugnay ng posibleng ""crimes against humanity"" ni Digong dahil sa human rights situation ng Pinas.",transform_verb_contact,Incorrect
40178,"Col. Reynaldo Reyes, chief ofpolice ng Lucena City, isinagawa ng kanyang mga tauhan sa Drug Enforcement Unit (DEU) ang anti- drug operation laban sa suspek sa mismong bahay nito dakong alas-6:34 ng umaga.","Col. Reynaldo Reyes, chief of police ng Lucena City, isinagawa ng kanyang mga tauhan sa Drug Enforcement Unit (DEU) ang anti- drug operation laban sa suspek sa mismong bahay nito dakong alas-6:34 ng umaga.",transform_split_space,Incorrect
42696,"Nasawi habang ginagamot sa magkaibang ospital ang mga lolang sinaPatricia Besa, 63, at Lilia Berbano, 60, na magkasunod na binangga ng motorsiklo habang tumatawid sa lungsod na ito at Brgy Simpatuyo, Sta? Teresita,Cagayan.","Nasawi habang ginagamot sa magkaibang ospital ang mga lolang sinaPatricia Besa, 63, at Lilia Berbano, 60, na magkasunod na binangga ng motorsiklo habang tumatawid sa lungsod na ito at Brgy Simpatuyo, Sta. Teresita,Cagayan.",multiple_change_punc_period,Incorrect
32714,"Alam naman ninyo ang mga Kano, talagang mas mahilig nila sa healthcare at nakita nga siguro ni Tom ang potential ng ganoong negosyo.","Alam naman ninyo ang mga Kano, talagang mas mahilig sila sa healthcare at nakita nga siguro ni Tom ang potential ng ganoong negosyo.",replace_sila,Incorrect
44014,Tatalakayin na sa Senado ang pag-amyenda sa panukala ng nagtatakda ng tatlong taong ‘fixed-term’ sa mga matataas na opisyal Armed Forces of the Philippines.,Tatalakayin na sa Senado ang pag-amyenda sa panukala ng nagtatakda ng tatlong taong ‘fixed-term’ sa mga matataas na opisyal ng Armed Forces of the Philippines.,append_t1,Incorrect
29959,"Hindi na ako masyadong makahanapbuhay kasi NATATAKOT na ako para sa pamilya ko, ayon kay Norman.","Hindi na ako masyadong makahanapbuhay kasi natatakot na ako para sa pamilya ko, ayon kay Norman.",transform_case_lower,Incorrect
39203,"Sa pinakahuling panayam kay Pastor Apollo Quiboloy, sinabi ni Duterte na nai-deliver niya ang kanyang mga pangako sa mga mamamayan noong 2016 kabilang na ang kapayapaan, paglaban sa ilegal na droga at pagpapatayo nang mga modernong imprastraktura.","Sa pinakahuling panayam kay Pastor Apollo Quiboloy, sinabi ni Duterte na nai-deliver niya ang kanyang mga pangako sa mga mamamayan noong 2016 kabilang na ang kapayapaan, paglaban sa ilegal na droga at pagpapatayo ng mga modernong imprastraktura.",replace_ng,Incorrect
31093,"Patuloy pa rin sa pakikipag-text ang suspek na si Guirigay kaya natukoy ng mga operatiba ang kinaroroonan niya sa may A. lopez, Labangon, Cebu.Muling nagsagawa ng operasyon ang mga ahente na nagresulta sa pagkakadakip ni Guirigay, Gabutin at Rural.","Patuloy pa rin sa pakikipag-text ang suspek na si Guirigay kaya natukoy ng mga operatiba ang kinaroroonan niya sa may A. Lopez, Labangon, Cebu.Muling nagsagawa ng operasyon ang mga ahente na nagresulta sa pagkakadakip ni Guirigay, Gabutin at Rural.",multiple_capital,Incorrect
24988,Ginawa na ni Ordanes ang apela dahil marami ng senior citizens ang ‘eligible’ ng 2nd dose sa kadahilanang may tatlong buwan ng lumipas nang maturukan sila ng kanilang booster shot.,Ginawa na ni Ordanes ang apela dahil marami ng senior citizens ang ‘eligible’ ng 2nd dose sa kadahilanang may tatlong buwan nang lumipas nang maturukan sila ng kanilang booster shot.,replace_nang,Incorrect
33520,"Kaugnay nito, sinabi ni Naga na siya ay makikipagpulong sa sinunod na linggo sa mga telco operators at kinauukulang ahensiya ng pamahalaan tulad ng Cybercrime Investigation and Coordinating Center, Philippine National Police at National Bureau of Investigation para resolbahin ang isyu.","Kaugnay nito, sinabi ni Naga na siya ay makikipagpulong sa susunod na linggo sa mga telco operators at kinauukulang ahensiya ng pamahalaan tulad ng Cybercrime Investigation and Coordinating Center, Philippine National Police at National Bureau of Investigation para resolbahin ang isyu.",transform_verb_contact,Incorrect
30844,"Huwag po nating hintayin na tuluyan nang bumigay ang healthcare system natin at malagay sa panganib ang buhay ating mga kababayan, dagdag niya.","Huwag po nating hintayin na tuluyan nang bumigay ang healthcare system natin at malagay sa panganib ang buhay ng ating mga kababayan, dagdag niya.",append_t1,Incorrect
38831,Ang Munich archdiocese umano ang nasa LIKOD ng imbestigasyon.,Ang Munich archdiocese umano ang nasa likod ng imbestigasyon.,transform_case_lower,Incorrect
40722,"Labas na raw sila ngayon sa mga desisyon ng sikat na male personality, ang mahalaga ay hindi naman sila nagkulang sa pagpapayo nung may komunikasyon pa sila, magpapatingin na lang siya nang malayuan ngayon ng mga taong nakasama niya sa hirap at sa ginahawa.","Labas na raw sila ngayon sa mga desisyon ng sikat na male personality, ang mahalaga ay hindi naman sila nagkulang sa pagpapayo nung may komunikasyon pa sila, titingnan na lang siya nang malayuan ngayon ng mga taong nakasama niya sa hirap at sa ginahawa.",transform_verb_contobj,Incorrect
36548,"Bakit ako ang ginagawang sampol sa “Ang bakla, pag nakainom, nagiging lalake din”","Bakit ako ang ginagawang sampol sa “Ang bakla, pag nakainom, nagiging lalake din”?",add_punc_qmark,Incorrect
42945,Agad namang naglabas ng mission order si Tansingco makaraang makatanggap ng impormasyon mga awtoridad ng Japan ukol sa pagiging wanted ni Amano.,Agad namang naglabas ng mission order si Tansingco makaraang makatanggap ng impormasyon sa mga awtoridad ng Japan ukol sa pagiging wanted ni Amano.,append_t1,Incorrect
31451,"Ng mapagtantong patay na ang ina, binalot daw ni Raymond ang bangkay nito sa kumot at plastic at pagkatapos ay isiniksik ito sa storage box.","Nang mapagtantong patay na ang ina, binalot daw ni Raymond ang bangkay nito sa kumot at plastic at pagkatapos ay isiniksik ito sa storage box.",replace_nang,Incorrect
37616,"Sampu ang naglalaban-laban sa pagka-presidente pero lima lang ang matinding nag-aagawan sapuwesto sa pagka-presidente – VP Leni Robredo, Sen.","Sampu ang naglalaban-laban sa pagka-presidente pero lima lang ang matinding nag-aagawan sa puwesto sa pagka-presidente – VP Leni Robredo, Sen.",transform_split_space,Incorrect
35315,Nagtamo ng 11 tama ng bala ng baril sa katawan si Degamo matapos pag babarilin ng mga dating sundalo sa kanyang bahay sa Brgy.,Nagtamo ng 11 tama ng bala ng baril sa katawan si Degamo matapos pagbabarilin ng mga dating sundalo sa kanyang bahay sa Brgy.,merge_space,Incorrect
