Original Sentence,Gold Sentence,Correction,Correct or Incorrect
Ikinatwiran ng en banc na wala namang iprinisinta na bagong ebidensya o-mga isyu ang mga petitioner para makumbinsi sila na baligtarin ang unang desisyon ng First Division.,Ikinatwiran ng en banc na wala namang iprinisinta na bagong ebidensya o mga isyu ang mga petitioner para makumbinsi sila na baligtarin ang unang desisyon ng First Division.,transform_split_hyphen,Incorrect
Nakabalik sa porma ang Arellano University nang pabagsakin nito ang Mapua University sa bisa ng 64-59 desisyon KAHAPON sa National Collegiate Athletic Association (NCAA) Season 98 mens basketball sa The Arena sa San Juan City.,Nakabalik sa porma ang Arellano University nang pabagsakin nito ang Mapua University sa bisa ng 64-59 desisyon kahapon sa National Collegiate Athletic Association (NCAA) Season 98 mens basketball sa The Arena sa San Juan City.,transform_case_lower,Incorrect
Ang daddy raw niya ang unang nagpasok sa kanya sa pag-aartista nung hindi raw sumipot ang batang talent bale anak ng pamilya ni Maureen Hultman.,Ang daddy raw niya ang unang nagpasok sa kanya sa pag-aartista nung hindi raw sumipot ang batang talent na bale anak ng pamilya ni Maureen Hultman.,append_t1,Incorrect
ANG higpit ng yakapan nilang dalawa na ikinatuwa ng fans.,Ang higpit ng yakapan nilang dalawa na ikinatuwa ng fans.,transform_case_capital,Incorrect
Wala ring aparato na gamit si Jorge pero kaya raw niyang alamin ang sakit ng isang tao gamit lang ang kandila at papel.,Wala ring aparato na ginagamit si Jorge pero kaya raw niyang alamin ang sakit ng isang tao gamit lang ang kandila at papel.,transform_verb_incobj,Incorrect
Totoo kayang takot ang karamihang artista na mag-tape sa studio,Totoo kayang takot ang karamihang artista na mag-tape sa studio?,add_punc_qmark,Incorrect
Binigyang diin ni Salceda na ang‘AmBisyon Natin 2040’ay sadyang kinailangan bilang solusyon sa mga hamong dulot ng sistema sa pulitika ng bansa kung saan limitado ang termino ng Pangulo sa anim na taon lamang kaya dapat na matugunan ito ng ‘long-term planning’ o higit na matagal na balangkas at malinaw na pananaw sa ‘socioeconomic development’.,Binigyang diin ni Salceda na ang‘AmBisyon Natin 2040’ay sadyang kailangan bilang solusyon sa mga hamong dulot ng sistema sa pulitika ng bansa kung saan limitado ang termino ng Pangulo sa anim na taon lamang kaya dapat na matugunan ito ng ‘long-term planning’ o higit na matagal na balangkas at malinaw na pananaw sa ‘socioeconomic development’.,transform_verb_base,Incorrect
"Anyway, yan at marami pang iba ang mag-uusap sa episode 123 ng Take It...","Anyway, yan at marami pang iba ang pinag-usapan sa episode 123 ng Take It...",transform_verb_compobj,Incorrect
"This coming July 4 na po. Grabe ang bilis ng panahon. Kailan lang pino-promote ko yung Lolong way back 2019. Kailan lang hinintay namin kung kailan ba magshu-shoot. Kailan lang shinu-shoot namin ito! And then ngayon ipalalabas na siya, ani Ruru.","This coming July 4 na po. Grabe ang bilis ng panahon. Kailan lang pino-promote ko yung Lolong way back 2019. Kailan lang hinintay namin kung kailan ba magshu-shoot. Kailan lang shinu-shoot namin ito. And then ngayon ipalalabas na siya, ani Ruru.",multiple_change_punc_period,Incorrect
"Anyway, kung umakyat sa alert level 4, malamang magsara na naman ang mga sinehan dahil kahapon ay all time high na 26,458 new cases.","Anyway, kung aakyat sa alert level 4, malamang magsara na naman ang mga sinehan dahil kahapon ay all time high na 26,458 new cases.",transform_verb_contact,Incorrect
Kami po ang dapat magpasalamat inyong lahat dahil binigyan nyo po kami ng pagkakataon na makapagserbisyo sa inyo...,Kami po ang dapat magpasalamat sa inyong lahat dahil binigyan nyo po kami ng pagkakataon na makapagserbisyo sa inyo...,append_t1,Incorrect
"Pero kapag merong handaan na, meron kang naku nakakahiya naman, sinasabi ko to..., may pagkain na lalapit na, yung ganun.","Pero kapag merong handaan na, meron kang naku! nakakahiya naman, sinasabi ko to..., may pagkain na lalapit na, yung ganun.",multiple_add_punc_emark,Incorrect
Isa sa pinaka generous na tao na nakilala ko si Dra.,Isa sa pinaka-generous na tao na nakilala ko si Dra.,merge_hyphen,Incorrect
"Kinabahan ako Nakita ko si Papa, si Sir Rey parang pumitik ang tenga ko, tapos namula. Sabi niya, ‘I’m happy for you. Si Tito Jojo (Abellana) ni Carla was there. Sabi ni Tito Jojo, I knew it. Sabi ko na nga ba eh. Hes very supportive, hes very happy. We had a very nice light na usapan lang, yung date ng wedding, life in general, kung anu-ano yung naging topics namin that time. Buti boto siya, napangiting pahayag ni Tom.","Kinabahan ako! Nakita ko si Papa, si Sir Rey parang pumitik ang tenga ko, tapos namula. Sabi niya, ‘I’m happy for you. Si Tito Jojo (Abellana) ni Carla was there. Sabi ni Tito Jojo, I knew it. Sabi ko na nga ba eh. Hes very supportive, hes very happy. We had a very nice light na usapan lang, yung date ng wedding, life in general, kung anu-ano yung naging topics namin that time. Buti boto siya, napangiting pahayag ni Tom.",multiple_add_punc_emark,Incorrect
Tinanong naman niya kung ok ba sa husband niya yung mga sexy pictorial niya for BeauteHaus.,Tinanong naman siya kung ok ba sa husband niya yung mga sexy pictorial niya for BeauteHaus.,replace_siya,Incorrect
Parang kulang nila sa follow-up.,Parang kulang sila sa follow-up.,replace_sila,Incorrect
"Kawawa po si Christine honestly. IPAGDASAL na lang po natin silang lahat, at mag-move on na rin po tayo.","Kawawa po si Christine honestly. Ipagdasal na lang po natin silang lahat, at mag-move on na rin po tayo.",multiple_capital,Incorrect
Patuloy na inalam ang pagkakakilanlan ng mga magulang ng sanggol na posibleng nag-iwan sa kaniya sa lugar.,Patuloy na inaalam ang pagkakakilanlan ng mga magulang ng sanggol na posibleng nag-iwan sa kaniya sa lugar.,transform_verb_incobj,Incorrect
"Nagulat ang netizens na nakabasa ng tweet na ito ng aktres dahil bakit siya nag-react kaya iisa ang tanong ng lahat, Siya ba ang new beautiful GF na tinutukoy ni Kris!","Nagulat ang netizens na nakabasa ng tweet na ito ng aktres dahil bakit siya nag-react kaya iisa ang tanong ng lahat, Siya ba ang new beautiful GF na tinutukoy ni Kris?",change_punc_qmark,Incorrect
"Ang basic needs nila, hindi pa din nila nairaraos, paano na ang pambili nila ng gamot?","Ang basic needs nila, hindi pa rin nila nairaraos, paano na ang pambili nila ng gamot?",replace_rin,Incorrect
"Marso 2022 lang rin nang igiit ng kanyang karibal sa pagkapangulo na si Bise Presidente Leni Robredo na ise-""certify as urgent"" niya ang pagbubuwag sa kontraktwalisasyon.","Marso 2022 lang din nang igiit ng kanyang karibal sa pagkapangulo na si Bise Presidente Leni Robredo na ise-""certify as urgent"" niya ang pagbubuwag sa kontraktwalisasyon.",replace_din,Incorrect
"Pag-amin ni Sheryn, nagkaroon niya ng disappointment nang panahong iyon nang iba ang manalo at hindi siya.","Pag-amin ni Sheryn, nagkaroon siya ng disappointment nang panahong iyon nang iba ang manalo at hindi siya.",replace_siya,Incorrect
"Nakapagtala ang HongKong ng 11,600 kaso at 209 deaths deaths.","Nakapagtala ang HongKong ng 11,600 kaso at 209 deaths.",delete,Incorrect
Aminado ang young actress na si Andrea Brillantes na si Seth Fedelin ang pinaka-special sa lahat ng nakilala siya nang mabanggit ito ni Boy Abunda habang ini-interview niya ang dalaga sa kaniyang YouTube show.,Aminado ang young actress na si Andrea Brillantes na si Seth Fedelin ang pinaka-special sa lahat ng nakilala niya nang mabanggit ito ni Boy Abunda habang ini-interview niya ang dalaga sa kaniyang YouTube show.,replace_niya,Incorrect
Napangsin ang post ng kaibigan ng biktima at positibong kinilala ang ninakaw na speaker sa makakabit sa motorsiklo.,Ngunit napangsin ang post ng kaibigan ng biktima at positibong kinilala ang ninakaw na speaker sa makakabit sa motorsiklo.,append_t1,Incorrect
"Inihalimbawa pa ni Gatchalian ang survey ng World Bank noong 2021 sa mga low-income households, lumabas na mahigit 95.5%","Inihalimbawa pa ni Gatchalian ang survey ng World Bank noong 2021 sa mga low-income households, lumabas na mahigit 95.5%.",add_punc_period,Incorrect
"Nadagdagan naman 7,837 ang mga pasyenteng gumaling na umaabot na ngayon sa 1,038,175 Samantalang 59 na pasyente ang nadagdag sa mga pumanaw para sa kabuuang bilang na 18,620.","Nadagdagan naman 7,837 ang mga pasyenteng gumaling na umaabot na ngayon sa 1,038,175. Samantalang 59 na pasyente ang nadagdag sa mga pumanaw para sa kabuuang bilang na 18,620.",multiple_add_punc_period,Incorrect
Napansin siya na ang dami-dami na nila sa studio kapag umeere ang kanyang programa.,Napansin niya na ang dami-dami na nila sa studio kapag umeere ang kanyang programa.,replace_niya,Incorrect
"Bukod sa kulong, pagmumultahin rin ng mula P1 milyon hanggang P3 milyon.","Bukod sa kulong, pagmumultahin din ng mula P1 milyon hanggang P3 milyon.",replace_din,Incorrect
"Siyempre, maingat pa rin na hindi naman nila ginawa ang isang intimate scene just because.","Siyempre, maingat pa rin na hindi naman nila gagawin ang isang intimate scene just because.",transform_verb_contobj,Incorrect
Makikita sa parteng likod ng bahay ang butas na dinadaanan ng suspek.,Makikita sa parteng likod ng bahay ang butas na dinaanan ng suspek.,transform_verb_compobj,Incorrect
"Maliban sa apat na ginto, humirit rin ang Pinoy kickboxing team ng isang pilak at anim na tanso.","Maliban sa apat na ginto, humirit din ang Pinoy kickboxing team ng isang pilak at anim na tanso.",replace_din,Incorrect
"mahigpit ding ipinagbabawal ang paglalabas ng mangga at buto nito mula sa Puerto Princesa, Palawan dahil sa hindi pa ito ligtas sa pesteng ‘mango pulp weevil’.","Mahigpit ding ipinagbabawal ang paglalabas ng mangga at buto nito mula sa Puerto Princesa, Palawan dahil sa hindi pa ito ligtas sa pesteng ‘mango pulp weevil’.",transform_case_capital,Incorrect
"Kumbaga mayrason kung bakit nila ginagawa yon, pinapadyak ang mga paa nila.","Kumbaga may rason kung bakit nila ginagawa yon, pinapadyak ang mga paa nila.",transform_split_space,Incorrect
"Kaya naman posibleng sa sumusunod na rookie draft na lamang makapagpartisipa sina Brickman, Ganuelas-Rosser at Gray.","Kaya naman posibleng sa susunod na rookie draft na lamang makapagpartisipa sina Brickman, Ganuelas-Rosser at Gray.",transform_verb_contact,Incorrect
"Pero para sa isang doktor na kritiko ng proseso, wala pang nadidiskubre sa ngayon na paraan para ma-revive ang mga naka-preserve na katawan, at wala pang katiyakan na na magkakaroon nito sa hinaharap.","Pero para sa isang doktor na kritiko ng proseso, wala pang nadidiskubre sa ngayon na paraan para ma-revive ang mga naka-preserve na katawan, at wala pang katiyakan na magkakaroon nito sa hinaharap.",delete,Incorrect
Pinapakita umano ito na wala silang idineklarang kita.,Nagpapakita umano ito na wala silang idineklarang kita.,transform_verb_incact,Incorrect
"Ayon pa sa alkalde, ang hakbang ay hindi lamang makatitiyak ng balanced diet sa mga bata kundi malaking katipiran rin ito sa bahagi ng mga mag-aaral dahil mas mahal ang bumili ng lutong pagkain sa labas.","Ayon pa sa alkalde, ang hakbang ay hindi lamang makatitiyak ng balanced diet sa mga bata kundi malaking katipiran din ito sa bahagi ng mga mag-aaral dahil mas mahal ang bumili ng lutong pagkain sa labas.",replace_din,Incorrect
"kung maka-hit tayo ng 40 million o nandiyan na yong vaccine, maski mag --- mayroon tayong mga 20, 30, buksan ko na.","Kung maka-hit tayo ng 40 million o nandiyan na yong vaccine, maski mag --- mayroon tayong mga 20, 30, buksan ko na.",transform_case_capital,Incorrect
'Saan po ba 'yung suka!,'Saan po ba 'yung suka?,change_punc_qmark,Incorrect
"Totoo rin naman ang sinabi ng aktor-pulitiko, nung nakaraang eleksiyon ay ang pagiging pinuno nito sa Ang Probinsiyano ang kanyang binangkuhan sa kampanya, di lalo na si Coco Martin bilang si Cardo Dalisay na walang kamatayan sa serye","Totoo rin naman ang sinabi ng aktor-pulitiko, nung nakaraang eleksiyon ay ang pagiging pinuno nito sa Ang Probinsiyano ang kanyang binangkuhan sa kampanya, di lalo na si Coco Martin bilang si Cardo Dalisay na walang kamatayan sa serye?",add_punc_qmark,Incorrect
Agad din nag-organisa ang Marikina LGU nang Bayanihan Mode sa tulong ng mga Marikeño volunteers na nagtrabaho ng dalisay at tapat para maibigay sa mga residente ang kanilang “essential needs”.,Agad din nag-organisa ang Marikina LGU ng Bayanihan Mode sa tulong ng mga Marikeño volunteers na nagtrabaho ng dalisay at tapat para maibigay sa mga residente ang kanilang “essential needs”.,replace_ng,Incorrect
Pinaka problem nga namin ni Rambo ay yung kailangan ko unahin yung career ko.,Pinaka-problem nga namin ni Rambo ay yung kailangan ko unahin yung career ko.,merge_hyphen,Incorrect
Walong events lang ang pinaglabanan sa season na ito. Nakalikom ng kabuuang 84 puntos ang Growling Tigers para makuha ang apat na korona sa season na ito,Walong events lang ang pinaglabanan sa season na ito. Nakalikom ng kabuuang 84 puntos ang Growling Tigers para makuha ang apat na korona sa season na ito.,multiple_add_punc_period,Incorrect
"Kaugnay nito ay hiniling din ng mga pribadong nurse na mabigyan nila ng active hazard duty day (AHDP) na P3,000 kada buwan.","Kaugnay nito ay hiniling din ng mga pribadong nurse na mabigyan sila ng active hazard duty day (AHDP) na P3,000 kada buwan.",replace_sila,Incorrect
"Napansin ko si Raffy tingin nang tingin sa'yo (Mariz) habang sumasayaw ka. Iba 'yung tingin ni Raffy sa'yo kaya ako napatingin kay Raffy na, 'Bakit ganoon ang tingin mo kay Mariz, hindi naman ganoon ang tingin mo kay Rhea (Santos)! sabi ni Pia.","Napansin ko si Raffy tingin nang tingin sa'yo (Mariz) habang sumasayaw ka. Iba 'yung tingin ni Raffy sa'yo kaya ako napatingin kay Raffy na, 'Bakit ganoon ang tingin mo kay Mariz, hindi naman ganoon ang tingin mo kay Rhea (Santos)? sabi ni Pia.",multiple_change_punc_qmark,Incorrect
"Bumaba ito sa 653 sa kasagsagan ng pandemya sa COVID-19 nitong 2020 ngunit muling umakyat sa 2,653 ng 2021. Ngayong Setyembre 2022, umakyat na sa 2,183 ang aplikasyon na kanilang natatanggap!","Bumaba ito sa 653 sa kasagsagan ng pandemya sa COVID-19 nitong 2020 ngunit muling umakyat sa 2,653 ng 2021. Ngayong Setyembre 2022, umakyat na sa 2,183 ang aplikasyon na kanilang natatanggap.",multiple_change_punc_period,Incorrect
"Paliwanag ng LTFRB, may special provision sa fuel subsidy program na nagsasaad na mailalabas lang ang pondo oras na lumagpas ng $80 per barrel ang average ng Dubai crude oil price sa loob ng tatlong buwan, base sa Mean of Platts singapore.","Paliwanag ng LTFRB, may special provision sa fuel subsidy program na nagsasaad na mailalabas lang ang pondo oras na lumagpas ng $80 per barrel ang average ng Dubai crude oil price sa loob ng tatlong buwan, base sa Mean of Platts Singapore.",transform_case_capital,Incorrect
So doon pa lang malaki na yung advantage pero tingin ko yung clincher talaga yung materyal saka role ng lahat ng character lalo na yung role ni Ate Guy.,So roon pa lang malaki na yung advantage pero tingin ko yung clincher talaga yung materyal saka role ng lahat ng character lalo na yung role ni Ate Guy.,replace_roon,Incorrect
"Sa inilabas na desisyon nitong Martes ni Judge Gina Bibat-Palamos ng Makati REGIONAL Trial Court Branch 64, kinatigan ng korte ang hiling ng mga akusado na ibasura ang kaso dahil sa kakulangan ng ebidensiya.","Sa inilabas na desisyon nitong Martes ni Judge Gina Bibat-Palamos ng Makati Regional Trial Court Branch 64, kinatigan ng korte ang hiling ng mga akusado na ibasura ang kaso dahil sa kakulangan ng ebidensiya.",transform_case_capital,Incorrect
Nabatid-na ang naturang shipment ay nagmula sa Nigeria at idineklara bilang “food stuff”.,Nabatid na ang naturang shipment ay nagmula sa Nigeria at idineklara bilang “food stuff”.,transform_split_hyphen,Incorrect
Kung tiningnan niyo napakaganda kasi corporate ang look niya eh.,Kung titingnan niyo napakaganda kasi corporate ang look niya eh.,transform_verb_contobj,Incorrect
"Sobra ang kaniyang pasasalamat sa P100,000 na kaniyang napanalunan dahil gagamitin raw niya ito sa negosyo.","Sobra ang kaniyang pasasalamat sa P100,000 na kaniyang napanalunan dahil gagamitin daw niya ito sa negosyo.",replace_daw,Incorrect
Agad na nasawi ang rider atang biktima habang isinugod naman ang sugatang angkas sa pagamutan.,Agad na nasawi ang rider at ang biktima habang isinugod naman ang sugatang angkas sa pagamutan.,transform_split_space,Incorrect
